state,leaning,device,collection,watch_index,video_id,watch_ts_datetime,week,month,q3_majority
GEORGIA,left,RFCWA03Y7ZP,forYou,353,7391363799640673582,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,359,7365968956869364997,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,370,7386327964947975455,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA03Y7ZP,forYou,371,7389977620403866926,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,373,7390555836231273774,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,375,7381269886644849962,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,389,7367020519046024491,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,397,7380406547534318894,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,398,7382351132179352874,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA03Y7ZP,forYou,413,7387094029563120942,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,423,7386450383515700522,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,460,7391510960378531118,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,464,7390009359000046894,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,472,7391517746908957982,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,474,7388666253751127303,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,476,7383396336630041886,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,487,7381197459768216863,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,511,7365542552113614086,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,528,7387091018220342536,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,535,7389757644354981125,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,559,7381205492883885318,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,562,7389820476580744455,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,563,7365926095448722721,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,567,7386686468191784225,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,576,7387491290931268880,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,583,7366310072319757573,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,590,7391262843519192362,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,592,7367465969272245509,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,596,7391494040203562271,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,606,7378957276289273094,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,612,7387774841073503519,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,625,7391194167881452846,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,636,7386926845058452741,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,638,7391759515990969646,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,662,7387451221772225809,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,664,7386034374942362926,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,665,7365916570230525227,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,666,7389012133008231712,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,674,7390123252175146273,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,675,7391202468807413034,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,692,7381195724521835807,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA03Y7ZP,forYou,694,7387152180039519519,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,702,7391138409948925227,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,703,7388164590984563986,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,706,7391912944293924127,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,712,7388352875417570602,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,715,7390872633987927329,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,725,7389687831204990239,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,727,7387518258179509536,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,739,7387786134190951711,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,742,7387119947274652936,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,748,7387270733212224811,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,767,7391598211082898731,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,770,7391470566286380330,11-07-2024,11,4,Anti Republican
GEORGIA,left,RFCWA03Y7ZP,forYou,781,7388287296216255776,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,834,7380119773641706757,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,847,7382344056749313286,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,857,7391579800671980846,11-07-2024,11,4,Anti Republican
GEORGIA,left,RFCWA03Y7ZP,forYou,867,7387447955860540677,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,876,7390053176575085856,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,880,7391533944237313287,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,887,7367076803556494624,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,891,7392255605500661038,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,893,7382668051629575454,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA03Y7ZP,forYou,901,7374576992189975840,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,913,7387962723721694506,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA03Y7ZP,forYou,929,7382369653592509726,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,931,7390262217188445448,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,936,7390633859261533483,11-07-2024,11,4,Anti Republican
GEORGIA,left,RFCWA03Y7ZP,forYou,949,7392443370343255326,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,954,7391877267586026782,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,958,7391499288917839122,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,971,7392366888862469407,11-07-2024,11,4,Anti Republican
GEORGIA,left,RFCWA03Y7ZP,forYou,989,7391601130603662624,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA03Y7ZP,forYou,1003,7390026356928695583,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1011,7392598257014263082,11-07-2024,11,4,Anti Republican
GEORGIA,left,RFCWA03Y7ZP,forYou,1015,7387906998328708358,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1020,7391164241094479122,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1035,7392212701532949806,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1036,7386740300758371630,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1037,7366550152372358406,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1046,7390446561513262378,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1050,7388416374319648006,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1055,7389707414288829739,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1108,7392235482597412129,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1115,7390092911452458271,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1123,7392439283409521966,11-07-2024,11,4,Anti Republican
GEORGIA,left,RFCWA03Y7ZP,forYou,1125,7392420340401507614,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA03Y7ZP,forYou,1126,7392682603578412318,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA03Y7ZP,forYou,1133,7391109439849303339,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1135,7388937368331373831,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1141,7392363647571561774,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA03Y7ZP,forYou,1163,7392315101006564650,11-07-2024,11,4,Anti Republican
GEORGIA,left,RFCWA03Y7ZP,forYou,1165,7392419379138284830,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA06WKTD,forYou,8,7364045978992741665,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,16,7358098261346897195,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA06WKTD,forYou,20,7367059837949152544,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,32,7366669404949466400,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,36,7369009522473667886,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,41,7375090914315881729,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA06WKTD,forYou,48,7360766355806702880,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,54,7364104159114808622,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,57,7365855030269775137,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,58,7367199930470894854,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,61,7381146377134296366,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,69,7367526616609656107,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,77,7374936294205476101,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,80,7366277064422362411,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,84,7382345896077331755,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,93,7361848187466026286,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,106,7380036658768416033,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,107,7358896477571173665,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,136,7360795066320915744,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,153,7358615870169500970,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA06WKTD,forYou,191,7368509131600252165,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,199,7369668592289221920,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA06WKTD,forYou,202,7361797512971177222,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA06WKTD,forYou,217,7365339604867648784,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,271,7388916617096252714,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,280,7363256761593105671,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,326,7367164297673231658,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,360,7385575866442485024,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,376,7391014216896875781,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA06WKTD,forYou,390,7390331609385291029,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,424,7386735571361680656,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,438,7360346639048969505,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,440,7390090251240213802,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,510,7391188754389536033,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,530,7365966672961785131,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,531,7390893678790741291,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,536,7387962723721694506,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA06WKTD,forYou,558,7387500705919110406,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,573,7375584751236730155,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,585,7365237785139088683,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,586,7388890110160391429,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,614,7387552235720330504,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,619,7390486776328015111,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,630,7387491290931268880,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,641,7390982650325896454,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,654,7389820476580744455,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,702,7386926845058452741,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,717,7373048624541961478,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,719,7361454214574361863,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,728,7380756072723795233,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,749,7390536590151650606,11-07-2024,11,4,Anti Democrat
GEORGIA,left,RFCWA06WKTD,forYou,753,7391012486029380907,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,756,7391469668902391072,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,758,7378579009522715946,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,760,7391175363465874720,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,763,7371916533427162374,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,783,7389340909394988321,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,794,7385634338383072520,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,799,7390423273579859243,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,806,7391995019583950111,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,832,7391612243600821537,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,852,7389343629334088991,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,854,7386446023847136543,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,862,7389453391992245537,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,882,7390046926823001377,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,884,7391666453402881323,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,886,7387527273290812678,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,887,7391821026134478097,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,895,7392076616056212778,11-07-2024,11,4,Anti Republican
GEORGIA,left,RFCWA06WKTD,forYou,897,7371502907922992427,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,900,7391194167881452846,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,918,7391920197059267870,11-07-2024,11,4,Anti Republican
GEORGIA,left,RFCWA06WKTD,forYou,933,7391877267586026782,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,949,7390445546416131336,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,953,7390486046640770337,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,966,7389825115216792862,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,979,7391890248168410400,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,985,7362494268981644576,11-07-2024,11,4,Neutral
GEORGIA,left,RFCWA06WKTD,forYou,987,7391157659765984555,11-07-2024,11,4,Anti Republican
GEORGIA,right,RFCWA03Y3ED,forYou,3,7368209140499483937,11-07-2024,11,4,Anti Democrat
GEORGIA,right,RFCWA03Y3ED,forYou,6,7364045978992741665,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,7,7381862211502738718,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,12,7357340644144205089,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,17,7371824817860857130,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,21,7367059837949152544,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,35,7382710872755506478,11-07-2024,11,4,Anti Democrat
GEORGIA,right,RFCWA03Y3ED,forYou,46,7362966259891244331,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,61,7368640312517856555,11-07-2024,11,4,Anti Democrat
GEORGIA,right,RFCWA03Y3ED,forYou,63,7367434277350296865,11-07-2024,11,4,Anti Democrat
GEORGIA,right,RFCWA03Y3ED,forYou,73,7362938015481859374,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,90,7390331609385291029,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,97,7364104159114808622,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,106,7370432971394043182,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,109,7368098362517753093,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,113,7368566955919281440,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,114,7387535772372438314,11-07-2024,11,4,Anti Democrat
GEORGIA,right,RFCWA03Y3ED,forYou,115,7357486173578661162,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,121,7366277064422362411,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,137,7367072566520941856,11-07-2024,11,4,Anti Democrat
GEORGIA,right,RFCWA03Y3ED,forYou,144,7363980712761953568,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,155,7390813648664530219,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,157,7358615870169500970,11-07-2024,11,4,Anti Democrat
GEORGIA,right,RFCWA03Y3ED,forYou,162,7367176721637887275,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,168,7366405057581026602,11-07-2024,11,4,Anti Democrat
GEORGIA,right,RFCWA03Y3ED,forYou,174,7358098261346897195,11-07-2024,11,4,Anti Democrat
GEORGIA,right,RFCWA03Y3ED,forYou,180,7390380128720669995,11-07-2024,11,4,Anti Republican
GEORGIA,right,RFCWA03Y3ED,forYou,181,7390796263437962527,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,184,7390858100313427231,11-07-2024,11,4,Anti Democrat
GEORGIA,right,RFCWA03Y3ED,forYou,192,7366687543691103530,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,194,7369054365606235399,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,199,7365855030269775137,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,200,7365237785139088683,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,206,7367526616609656107,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,223,7374857259865738539,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,227,7381146377134296366,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,232,7374430630328667435,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,244,7390910250389376298,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,248,7370922048840846599,11-07-2024,11,4,Anti Republican
GEORGIA,right,RFCWA03Y3ED,forYou,251,7384934553040719147,11-07-2024,11,4,Anti Democrat
GEORGIA,right,RFCWA03Y3ED,forYou,270,7371472496769387781,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,272,7385287716696575262,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,273,7359702437126524203,11-07-2024,11,4,Anti Democrat
GEORGIA,right,RFCWA03Y3ED,forYou,275,7368509131600252165,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,280,7379597652746358059,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,282,7359318208823823648,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,284,7368855400420035883,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,287,7358537958179360042,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,289,7363024206696647978,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,291,7376613341185232160,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,301,7377951408177417504,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,304,7361848187466026286,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,305,7388641623384542510,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,313,7366632943676132650,11-07-2024,11,4,Neutral
GEORGIA,right,RFCWA03Y3ED,forYou,328,7381283104876399902,11-07-2024,11,4,Anti Democrat
GEORGIA,right,RFCWA03Y3ED,forYou,354,7359354482758552875,11-07-2024,11,4,Neutral
